company_name,email,phone,trade,city,license_number,source,website,address,province,rating
Richie Rich Concrete Pumping Ltd.,,(604) 701-1714,Concrete Contractors,Chilliwack,,BBB_BC,,44675 S Sumas Rd,BC,A+
Vedder Painting,,(604) 997-7542,Painting Contractors,Chilliwack,,BBB_BC,,9761 Prest Rd,BC,B-
Her Mechanical-general Contractor,,None,General Contractor,Chilliwack,,BBB_BC,,9761 Prest Rd,BC,
Insurance Restoration Pro,,(604) 316-7075,Restoration Companies,Chilliwack,,BBB_BC,,104 43923 Progress Way,BC,A+
Uncommon Millwork Ltd.,,(604) 440-1390,General Contractor,Chilliwack,,BBB_BC,,8 6014 Vedder Road,BC,
Good Deal Home Renovations,,None,Home Improvement,Chilliwack,,BBB_BC,,45111 Roseberry Rd,BC,
Iceman Refrigeration Inc.,,(778) 886-1616,Heating and Air Conditioning,Chilliwack,,BBB_BC,,8673 Grandview Dr,BC,A+
Dura-Ramp Inc.,,(877) 820-1333,Industrial Manufacturers,Chilliwack,,BBB_BC,,43905 Progress Way,BC,A+
Acr Contracting,,(604) 798-9122,General Contractor,Chilliwack,,BBB_BC,,153 43995 Chilliwack Mountain,BC,
Accurate Plumbing & Heating,,(604) 791-3542,Plumber,Chilliwack,,BBB_BC,,10171 Kent Rd,BC,A+
Eminess Concrete Finishing,,(604) 824-0670,Concrete Contractors,Chilliwack,,BBB_BC,,45489 Watson Rd,BC,
Huebert Electric Ltd,,None,Electrician,Chilliwack,,BBB_BC,,7124 Lickman Rd,BC,
Magnum Plumbing,,(604) 858-3399,Plumber,Chilliwack,,BBB_BC,,6055 Arlington Dr.,BC,
Meer Mechanical,,(604) 793-0169,Heat Pumps,Chilliwack,,BBB_BC,,201-43869 Progress Way,BC,A+
Expert Painters Chilliwack,,(604) 243-4131,Painting Contractors,Chilliwack,,BBB_BC,,"EE, 6014 Vedder Rd Unit# 8-361",BC,A+
Expert Cleaners Chilliwack,,(604) 670-2828,Cleaning Services,Chilliwack,,BBB_BC,,"DD, 6014 Vedder Rd Unit# 8 361",BC,A+
InLine Fencing Ltd.,,(604) 701-1054,Fence Contractors,Chilliwack,,BBB_BC,,10216 Crystal Dr,BC,A+
RTN Electric,,(604) 791-7693,Electrical Contractors,Chilliwack,,BBB_BC,,6014 Vedder Rd,BC,A+
BNR Electric Ltd.,,(604) 819-7887,Electrical,Chilliwack,,BBB_BC,,304 43881 Progress Way,BC,A+
Top to Bottom Maintenance,,(778) 874-6279,Painting Contractors,Chilliwack,,BBB_BC,,45296 Watson Rd,BC,A+
Northwest Prestige Building & Contracting Ltd.,,(604) 392-8417,Residential General Contractor,Chilliwack,,BBB_BC,,10164 Williams Rd,BC,A+
Logicworx Electric,,(604) 798-1099,Electrical Contractors,Chilliwack,,BBB_BC,,46040 Camrose Ave,BC,A+
McFee Plumbing & Heating Ltd,,(604) 858-9133,Plumber,Chilliwack,,BBB_BC,,45216 Watson Rd,BC,
XRB Contracting,,(778) 761-0232,General Contractor,Cranbrook,,BBB_BC,,520 Wycliffe Park Rd,BC,
Wood Floor Artisans,,(250) 341-1618,Flooring Contractors,Fairmont Hot Springs,,BBB_BC,,5143 Riverside Dr,BC,A+
Whitecap Roofing & Exteriors,,(250) 464-1889,Roofing Contractors,Cranbrook,,BBB_BC,,2001 8 Ave S,BC,
Giro Construction,,(250) 426-8504,Roofing Contractors,Cranbrook,,BBB_BC,,PO Box 777,BC,
High R Expectations,,(250) 421-3447,Spray Foam Insulation Contractors,Cranbrook,,BBB_BC,,Po Box 434 Stn Main,BC,A+
Amalgamated Builders,,(250) 426-9063,General Contractor,Cranbrook,,BBB_BC,,225 14 Ave S,BC,
Armor Roofing & Exteriors,,(250) 426-7750,Roofing Contractors,Cranbrook,,BBB_BC,,PO Box 701 Station Main,BC,A+
Robert Paulson General Contracting Ltd,,(250) 426-3283,General Contractor,Cranbrook,,BBB_BC,,Box 871,BC,A+
Dustay Construction,,(250) 489-6211,Building Contractors,Cranbrook,,BBB_BC,,Private Address,BC,
High R Expectations Inc.,,(250) 434-4168,Insulation Contractors,Cranbrook,,BBB_BC,,Box 434,BC,A+
Fiddler Construction,,(250) 417-1119,Excavating Contractors,Cranbrook,,BBB_BC,,Box 735,BC,A+
United Roofing & Exteriors Ltd,,(250) 426-5316,Roofing Contractors,Cranbrook,,BBB_BC,,,BC,
Fixor Construction,,(250) 489-8873,Foundation Contractors,Cranbrook,,BBB_BC,,,BC,A+
Bravo Restoration Services,,(250) 426-5538,Restoration Companies,Cranbrook,,BBB_BC,,31 7 Ave S,BC,A+
Custom Royal Developments,,(250) 426-9742,General Contractor,Cranbrook,,BBB_BC,,234 8 Ave S,BC,A+
Jackson's Heating and Air Conditioning,,(250) 426-3819,Heating Contractors,Cranbrook,,BBB_BC,,126 7th Ave S,BC,A+
Fortress Roofing Ltd. (Cranbrook),,(866) 976-6333,Roofing Contractors,Cranbrook,,BBB_BC,,Private Address,BC,
JGD Handyman,,(250) 421-7439,Plumber,Cranbrook,,BBB_BC,,,BC,A+
Steeples Construction 2005 Ltd,,(250) 489-1617,Building Contractors,Cranbrook,,BBB_BC,,135B 6 Ave S,BC,A+
South Sierra Developments,,(250) 426-2727,Building Contractors,Cranbrook,,BBB_BC,,419 11 Ave S,BC,A+
Salvador Ready Mix Concrete LP,,(250) 426-7283,Concrete Contractors,Cranbrook,,BBB_BC,,301 King St,BC,
High Point Plumbing & Heating Ltd.,,(250) 426-5352,Plumber,Cranbrook,,BBB_BC,,338C King Street,BC,
KB Plumbing & Heating,,(250) 421-1001,Plumber,Cranbrook,,BBB_BC,,338A King Street,BC,A+
True Constructible Solutions Ltd.,,(604) 225-2460,Mechanical Contractors,Cranbrook,,BBB_BC,,338A King St,BC,A+
Odyssey Restoration & Cleaning - Cranbrook,,(250) 426-0048,Fire and Water Damage Restoration,Cranbrook,,BBB_BC,,216 Slater Rd NW,BC,
Summit Concrete Finishing,,(250) 489-2660,Concrete Contractors,Cranbrook,,BBB_BC,,2008 3A St S,BC,A+
Ascent Electric & Solar Ltd.,,(250) 417-9985,Electrician,Cranbrook,,BBB_BC,,220 Cobham Avenue West,BC,A+
AdaptiBuild Exteriors,,(778) 743-1083,Roofing Contractors,Cranbrook,,BBB_BC,,Bay 2 220 Cobham Ave W,BC,A+
M & K Plumbing & Heating Co. Ltd.,,(250) 426-7448,Plumber,Cranbrook,,BBB_BC,,405 Slater Road,BC,A+
Bulldog Concrete,,(250) 581-0714,Concrete Contractors,Cranbrook,,BBB_BC,,,BC,A+
Bruder Plumbing and Heating Ltd,,(250) 426-0684,Plumber,Cranbrook,,BBB_BC,,520 E Slater Rd NW,BC,A+
Straight Studs Construction,,(250) 433-2055,General Contractor,Cranbrook,,BBB_BC,,Private Address,BC,
Just Roofing,,(250) 489-6193,Roofing Contractors,Cranbrook,,BBB_BC,,636 18 Ave S,BC,
Big Hammer Construction,,(250) 878-4708,General Contractor,Cranbrook,,BBB_BC,,730 16th Ave. South,BC,A+
BriKat Contracting Ltd.,,(250) 581-0809,General Contractor,Cranbrook,,BBB_BC,,2301 4 Str South,BC,A+
Kootenay Cooling & Heating Ltd,,(250) 426-8000,Commercial Air Conditioning Contractors,Cranbrook,,BBB_BC,,1912 7 St S,BC,A+
Viper Heating and Plumbing,,(250) 426-0868,Heating Contractors,Cranbrook,,BBB_BC,,Private Address,BC,
Discount Roofing,,(250) 417-9336,Roofing Contractors,Cranbrook,,BBB_BC,,707 9 St S,BC,
SL Roofing,,(250) 417-1801,Roofing Contractors,Cranbrook,,BBB_BC,,2513 3rd St S,BC,A+
K-country Homes,,(250) 417-6681,Home Builders,Cranbrook,,BBB_BC,,2517 4th St South,BC,A+
Fisher Peak Restoration Ltd.,,(250) 427-0447,Building Restoration,Cranbrook,,BBB_BC,,800 Industrial Road 2,BC,A+
Gateway Mechanical Services,,(250) 489-3555,Ventilating Contractors,Cranbrook,,BBB_BC,,701A Industrial Road #3,BC,A+
Dean's Plumbing,,(250) 489-1803,Plumber,Cranbrook,,BBB_BC,,,BC,A+
Premier Plumbing & Heating,,(250) 489-4131,Plumber,Cranbrook,,BBB_BC,,516 Indusrial Road B,BC,A+
Michael's HVAC Services,,(250) 919-9496,Heating and Air Conditioning,Cranbrook,,BBB_BC,,6 801 3 Ave S,BC,A+
Ty Built Contracting Ltd.,,(250) 581-2160,Home Renovation,Cranbrook,,BBB_BC,,,BC,A 
Hand and Hammer Construction and Renovations Inc.,,(250) 919-0830,Home Renovation,Cranbrook,,BBB_BC,,,BC,A+
Ostash Exterior Building Products,,(250) 426-7146,Home Improvement,Cranbrook,,BBB_BC,,1200 Cobham Avenue West,BC,
Phil's Roofing,,(250) 254-0924,Roofing Contractors,Cranbrook,,BBB_BC,,Private Address,BC,
Kootenay House Cleaning,,(250) 581-0160,Cleaning Services,Cranbrook,,BBB_BC,,1004 23 Ave N,BC,A+
P & M Mailloux Services Inc.,,None,Graphic Designer,Cranbrook,,BBB_BC,,,BC,A+
Kootenay Sandblasting & Paint,,(250) 426-6203,Sandblasting,Cranbrook,,BBB_BC,,1017 Industrial Road 3,BC,A+
Fisher Peak Renovations and Construction Ltd.,,(250) 417-9576,Home Improvement,Cranbrook,,BBB_BC,,,BC,
Gally Equipment Services Ltd.,,(250) 321-0221,Foundation Contractors,Cranbrook,,BBB_BC,,1138 Industrial No 3 Rd,BC,A+
E K Green Commercial Cleaning,,(250) 421-0439,Cleaning Services,Cranbrook,,BBB_BC,,1608 3 Ave S,BC,
Stooks Plumbing & Heating Ltd.,,(250) 489-8803,Plumber,Cranbrook,,BBB_BC,,Private Address,BC,A+
Fiorentino Bros. Contracting Ltd.,,(250) 426-7281,Commercial Contractors,Cranbrook,,BBB_BC,,2401 Cobham Avenue West,BC,A+
Dan Pelletier Contracting,,(250) 421-1682,General Contractor,Cranbrook,,BBB_BC,,,BC,A+
Arrow Installations Ltd,,(250) 489-1161,Electrical Engineer,Cranbrook,,BBB_BC,,527 Industrial Rd D Cres,BC,
VoltSEQ Electrical,,(250) 464-0192,Electrical Contractors,Cranbrook,,BBB_BC,,492 Woodland Drive,BC,
Western Roofing,,(250) 426-0156,Roofing Contractors,Cranbrook,,BBB_BC,,548 Industrial Road,BC,A+
New Dawn Developments Ltd.,,(250) 489-1519,General Contractor,Cranbrook,,BBB_BC,,1524 Industrial Road 2,BC,A+
Tin Craft Heating & Air Conditioning Ltd.,,(250) 919-3517,Commercial Air Conditioning Contractors,Cranbrook,,BBB_BC,,325 Industrial Rd F,BC,A+
BigHorn Electric,,(250) 432-9106,Electrician,Cranbrook,,BBB_BC,,1901 Cranbrook St N,BC,A+
Brons Custom Homes & Construction,,(250) 919-0539,Building Contractors,Cranbrook,,BBB_BC,,3701 25th Street South,BC,A+
Pelletier Construction Ltd.,,(250) 417-7370,Custom Home Builder,Cranbrook,,BBB_BC,,1501 Mt Royal Peak,BC,A+
M&R Electrical (BC) Ltd.,,(250) 489-0132,Electrician,Cranbrook,,BBB_BC,,2514 30 Ave S,BC,A+
Full Current Electric Ltd.,,(250) 426-3212,Electrician,Cranbrook,,BBB_BC,,2310 34 Ave S,BC,A+
PenCon Inc.,,(403) 915-5917,General Contractor,Cranbrook,,BBB_BC,,4520 13 St S,BC,
Davis Deck & Rail Ltd.,,(250) 417-5040,Patio Enclosures,Cranbrook,,BBB_BC,,Private Address,BC,B-
Casey`s Flashings & Roofing,,(250) 426-7580,Roofing Consultants,Cranbrook,,BBB_BC,,2117 John Rd,BC,A+
High Country Electric,,(250) 489-2576,Electrician,Cranbrook,,BBB_BC,,2425 42nd Ave S,BC,A+
BK Rocky Mountain Homes Ltd.,,(250) 417-7216,Home Builders,Cranbrook,,BBB_BC,,,BC,A+
Al Hubli Construction,,(250) 417-0987,Home Builders,Cranbrook,,BBB_BC,,Private Address,BC,A+
Magas P. Roofing Ltd.,,(250) 421-4287,Roofing Contractors,Cranbrook,,BBB_BC,,,BC,
Bolen Engineering,,(250) 464-9268,Structural Engineer,Cranbrook,,BBB_BC,,4420 41 Street S,BC,A+
Stambulic Electric,,(250) 417-9076,Electrical Contractors,Cranbrook,,BBB_BC,,,BC,A+
Koncept Industries,,(250) 489-8100,Painting Contractors,Cranbrook,,BBB_BC,,,BC,
Stahl Electric Ltd,,(250) 417-9139,Electrician,Cranbrook,,BBB_BC,,4200 Wilks Rd,BC,A+
Series electric,,(250) 919-1694,Electrical Contractors,Cranbrook,,BBB_BC,,,BC,
Just in Time Plumbing & Heating,,(250) 581-0065,Plumber,Cranbrook,,BBB_BC,,4197 Lakeview Dr,BC,A+
G&T Roofing,,(250) 421-8953,Roofing Contractors,Cranbrook,,BBB_BC,,4364 Hilltop Crescent,BC,A+
Kootenay Clean Air,,(250) 421-2111,Air Quality Services,Cranbrook,,BBB_BC,,PO Box 45,BC,A+
FirstCall Contracting,,(250) 581-0448,General Contractor,Cranbrook,,BBB_BC,,5122 Hwy 3 95,BC,
Geoff's Contracting,,(250) 420-7659,General Contractor,Cranbrook,,BBB_BC,,3027 Westview Rd,BC,A+
All Power Construction Ltd.,,(250) 421-1167,Construction Services,Cranbrook,,BBB_BC,,,BC,A+
Rocky Mountain Airtech,,(250) 427-6260,Heating and Air Conditioning,Kimberley,,BBB_BC,,,BC,A+
Kootenay Homeworx,,(250) 464-1753,Home Renovation,Fort Steele,,BBB_BC,,,BC,A+
KulKon Construction,,(250) 432-5175,General Contractor,Fort Steele,,BBB_BC,,9864 Highway 93/95,BC,A+
Kimberley Electric,,None,Electrician,Kimberley,,BBB_BC,,330 315 Ave,BC,A+
Unique Windows & Solariums Inc.,,(250) 427-2718,Window and Door Installation,Kimberley,,BBB_BC,,341 315 Ave Marysville,BC,A+
East Kootenay Roofing,,(250) 432-9498,Roofing Contractors,Kimberley,,BBB_BC,,,BC,A+
Darcy Rodney Contracting,,(250) 427-5952,General Contractor,Kimberley,,BBB_BC,,8729 Highway 95A,BC,A+
Border Holdings Ltd,,(250) 427-3628,General Contractor,Kimberley,,BBB_BC,,,BC,A+
Conscape Construction,,(250) 417-6648,General Contractor,Kimberley,,BBB_BC,,397 Lindsay St,BC,
Kimberley Landscapes,,(250) 520-2036,Landscape Contractors,Kimberley,,BBB_BC,,PO Box 152 275 Wallinger Ave,BC,A+
Riemel Roofing,,(250) 427-0165,Roofing Contractors,Kimberley,,BBB_BC,,PO Box 67,BC,B-
Ed Koe Construction,,(780) 427-8787,Building Contractors,Kimberley,,BBB_BC,,"Box 404, 884 Deer Run",BC,
Oak Craft Construction,,(306) 230-2747,Residential General Contractor,Kimberley,,BBB_BC,,,BC,A+
D. Hunt Contracting,,(250) 421-1317,General Contractor,Ta Ta Creek,,BBB_BC,,Box 41,BC,
Birdhouse Roofing Ltd.,,(250) 423-3878,Roofing Contractors,Fernie,,BBB_BC,,,BC,
The Electric Company,,(250) 423-0625,Electrician,Fernie,,BBB_BC,,1591 9th Ave,BC,A 
Wellswood Construction,,(250) 430-7711,General Contractor,Fernie,,BBB_BC,,Box 251,BC,
Elk Valley Painting & Decorating,,(250) 430-3853,Color Consultants,Fernie,,BBB_BC,,Box 443,BC,A+
Copper-Tip Plumbing And Heating,,(250) 423-6937,Plumbing and Heating,Fernie,,BBB_BC,,A 1562 9 Ave PO Box 1497,BC,A+
Shoesmith Construction,,(250) 423-7045,General Contractor,Fernie,,BBB_BC,,P.O. Box 2355,BC,A+
Amundsen Electric Ltd,,(250) 423-0248,Electrician,Fernie,,BBB_BC,,PO Box 625,BC,A+
Goldstar Cleaning Services Ltd.,,(250) 423-4029,Cleaning Services,Fernie,,BBB_BC,,1561 10 Ave,BC,A+
Stratton Contracting Inc.,,(250) 423-4778,Plumber,Fernie,,BBB_BC,,1502 10 Ave,BC,A+
Rocky Mountain Sound Insulation,,(250) 423-2328,Insulation Contractors,Fernie,,BBB_BC,,"Box 1365, 961 - 5 Avenue",BC,A+
Timbertech Construction,,(250) 423-2328,Building Contractors,Fernie,,BBB_BC,,"Box 1365, 961 - 5 Avenue",BC,A+
Greenman Homes,,(250) 423-2328,Home Builders,Fernie,,BBB_BC,,"Box 1365, 961 - 5 Avenue",BC,
M & P Roofing,,(250) 423-7328,Roofing Contractors,Fernie,,BBB_BC,,1591-9 Th Avenue Box 1918,BC,A+
Heli Cool,,(250) 430-2665,Commercial Air Conditioning Contractors,Fernie,,BBB_BC,,10A Manitou Rd,BC,A+
Heli Cool HA/CR Ltd.,,(250) 430-2665,Commercial Air Conditioning Contractors,Fernie,,BBB_BC,,10A Manitou Rd,BC,A+
Tronovus Inc.,,(250) 433-7878,Heating Contractors,Sparwood,,BBB_BC,,Box 3 Sparwood B.C.,BC,A+
Crowsnest Concrete Finishing Ltd.,,(250) 423-0637,Concrete Contractors,Grasmere,,BBB_BC,,2330 Elko Grasmere Rd,BC,A+
I.T.S HVAC Inc.,,(250) 430-2533,Commercial Air Conditioning Contractors,Sparwood,,BBB_BC,,Box 3,BC,
Snow Valley Cooling & Heating Inc.,,(250) 425-9989,Heating and Air Conditioning,Sparwood,,BBB_BC,,,BC,A+
Tronovus Plumbing & Heating,,(403) 582-1212,Heating and Air Conditioning,Sparwood,,BBB_BC,,4 660 Sparwood Dr,BC,A+
MAD DOG Electrical & Construction,,(250) 402-9006,Electrical Contractors,Creston,,BBB_BC,,510E Placsko Rd,BC,
MDG Contracting Services Ltd.,,(250) 425-9943,Building Contractors,Sparwood,,BBB_BC,,Box 9 102A Centennial Square,BC,A+
Shooting Star Electrical,,(250) 425-2688,Electrical Contractors,Sparwood,,BBB_BC,,Box 1017,BC,A+
Tailor Built Solutions,,(250) 430-7853,Home Builders,Sparwood,,BBB_BC,,Private Address,BC,A+
Big Tree Electrical,,(250) 977-3477,Electrical Contractors,Wynndel,,BBB_BC,,,BC,A+
Rayco Steel Ltd.,,(250) 425-7738,Roofing Contractors,Sparwood,,BBB_BC,,655 Michael Creed Rd,BC,A+
Abracadabra Plumbing,,(250) 428-2292,Air Conditioning Contractors,Creston,,BBB_BC,,2916 Beam Rd,BC,A+
Tratech Mechanical Ltd,,(250) 428-6713,Air Conditioning Contractors,Creston,,BBB_BC,,401 Helen St,BC,A+
Peltzer's Precision Heating,,(250) 428-5308,Air Conditioning Contractors,Creston,,BBB_BC,,2105 Hwy # 3a,BC,A+
All-Spec Roofing & Renovation,,(250) 254-8201,Roofing Contractors,Creston,,BBB_BC,,1916 Elm St,BC,A+
Hedlund Contracting Ltd,,(250) 428-9738,General Contractor,Creston,,BBB_BC,,RR 8 425 Ash Rd,BC,A+
Mayday Electric Ltd,,(250) 428-5260,Electrician,Creston,,BBB_BC,,416 Devon St,BC,A+
Dustpan Diva Cleaning Services,,(250) 428-1546,Cleaning Services,Creston,,BBB_BC,,,BC,
TB Contractors,,(250) 402-6444,Home Improvement,Creston,,BBB_BC,,1132A 27 Ave,BC,A+
Phil's Roofing,,(250) 254-0924,Roofing Contractors,Creston,,BBB_BC,,PO Box 754,BC,F 
Lenny Craig Home Improvement,,(250) 254-0197,Home Additions,Creston,,BBB_BC,,445 6 Ave N,BC,A+
All Elements Industries,,(250) 254-4822,Air Conditioning Contractors,Creston,,BBB_BC,,1625B Northwest Blvd,BC,A+
T M Ventilation Ltd.,,(250) 425-9119,Heating System Repair,Sparwood,,BBB_BC,,6016 Diamond B Ranch Rd,BC,A+
IEP Energy Economics Ltd.,,(250) 254-2555,Solar Installation,Creston,,BBB_BC,,36 310 6 Ave S,BC,A+
All Weather Insulating,,(250) 428-6740,Insulation Contractors,Creston,,BBB_BC,,1615 Hood Road,BC,A+
Mountain Electric,,(250) 433-1707,Electrician,Sparwood,,BBB_BC,,,BC,A+
Kogon Contracting,,(250) 431-8564,General Contractor,Creston,,BBB_BC,,742 Quinton Rd,BC,A+
Turlock Electrical Contracting,,(250) 227-9688,Electrician,Gray Creek,,BBB_BC,,15225 Oliver Rd,BC,A+
Safcan Electrical LTD,,(250) 254-0356,Electrician,Creston,,BBB_BC,,4105 4 St,BC,A+
Bearspaw Contracting Inc.,,(250) 865-2327,General Contractor,Elkford,,BBB_BC,,2 2200 Balmer Dr,BC,A+
Clarkson Contracting Ltd.,,(250) 865-4500,General Contractor,Elkford,,BBB_BC,,PO Box 1049,BC,
Bruno's Plumbing Service,,(250) 342-5105,Plumber,Fairmont Hot Springs,,BBB_BC,,,BC,A+
Beeline Roofing & Exteriors,,(250) 551-5762,Roofing Contractors,Nelson,,BBB_BC,,425 Noakes Rd.,BC,A+
Just A Splash Painting & Reno's,,(250) 687-0044,Painting Contractors,Fairmont,,BBB_BC,,,BC,A+
How We Roll Painting Limited,,(250) 688-7655,Painting Contractors,Fairmont Hot Springs,,BBB_BC,,,BC,A+
Garth's Heating & Plumbing,,(250) 229-4050,Plumber,Nelson,,BBB_BC,,6456 Harrop-Proctor,BC,
Eco Construction Inc,,(604) 841-3142,Commercial General Contractor,Nelson,,BBB_BC,,851 Millcreek rd,BC,A-
Andrew Kane,,(250) 505-4554,Contractor Referral,Kaslo,,BBB_BC,,PO Box 541,BC,A+
Longbeach Electric,,(250) 551-0382,Electrician,Nelson,,BBB_BC,,5618 Longbeach Rd,BC,A+
Edge Roofing Ltd.,,(250) 354-1802,Roofing Contractors,Nelson,,BBB_BC,,4166 Granger Rd.,BC,A+
Harmony Heating and Cooling,,(250) 551-6013,Heating and Air Conditioning,Nelson,,BBB_BC,,--,BC,A+
Mabel's Deck Care,,(250) 551-4082,General Contractor,Nelson,,BBB_BC,,3 2727 Lower Six Mile Road,BC,
GB Contracting,,(250) 341-8526,Residential General Contractor,Windermere,,BBB_BC,,,BC,A+
HI Heat Insulating,,(250) 342-7260,Insulation Contractors,Windermere,,BBB_BC,,Private Address,BC,
HD Railings & Screenrooms,,(250) 342-7656,Railing,Windermere,,BBB_BC,,Private Address,BC,A+
North Shore Painting,,(604) 782-9786,Painting Contractors,Nelson,,BBB_BC,,423 12 St E,BC,
Hart Roofing,,(250) 342-6398,Roofing Contractors,Invermere,,BBB_BC,,99 Westside Road,BC,A+
O'Connor Electrical Contracting,,(250) 551-6220,Electrician,Nelson,,BBB_BC,,923 Sproat Dr,BC,A+
Bowick Electric,,(250) 551-0360,Electrician,Nelson,,BBB_BC,,721 Sproat Dr,BC,A+
Red Dog Carpentry Ltd,,(250) 354-8747,General Contractor,Nelson,,BBB_BC,,719 Davies Street,BC,A+
Bergevin Electrical Contracting Ltd,,(250) 354-4171,Electrician,Nelson,,BBB_BC,,920 Nelson Ave,BC,
Dan Maglio Contracting Ltd,,(250) 352-9734,General Contractor,Nelson,,BBB_BC,,1020 Mill St,BC,A+
All-Pro Builders Inc.,,(250) 551-8488,Building Contractors,Nelson,,BBB_BC,,3815 Ymir Road,BC,A+
Red Truck Electric,,(250) 352-0081,Electrician,Nelson,,BBB_BC,,,BC,A+
Burland Langdon Construction Ltd.,,(250) 342-5660,Building Contractors,Invermere,,BBB_BC,,9458 Westside Road,BC,A+
Hanley Son,,(250) 354-3680,General Contractor,Nelson,,BBB_BC,,644 Parkview Rd,BC,
Terratherma Geothermal Heating Ltd,,None,Air Conditioning Contractors,Nelson,,BBB_BC,,1520 Ward St,BC,A+
LASCA Construction and Design,,(250) 352-2882,Contractor Referral,Nelson,,BBB_BC,,752 Vernon St,BC,F 
Trainor Mechanical Contrs Ltd,,(250) 352-7588,Air Conditioning Contractors,Nelson,,BBB_BC,,510 Latimer St,BC,
Micah's Plumbing & Heating Ltd.,,(250) 551-4920,Plumber,Nelson,,BBB_BC,,3 1920 Stanley St,BC,A+
CGW Plumbing & Heating Ltd.,,(250) 505-5142,Plumber,Nelson,,BBB_BC,,721 G Front St,BC,A+
Social Room Interiors,,(250) 354-7666,Furniture Stores,Nelson,,BBB_BC,,"619 Vernon St,",BC,A+
Michael Forster,,None,Heating and Air Conditioning,Nelson,,BBB_BC,,General Delivery General Delivery,BC,
Eddy's Reliable Plumbing & Gas Fitting,,(250) 352-7191,Plumber,Nelson,,BBB_BC,,PO Box 370,BC,
Final Touch Painting,,(604) 729-8824,Painting Contractors,Nelson,,BBB_BC,,Po Box 947 Stn Main,BC,A+
Hoover Masonry,,(250) 551-3245,Mason Contractors,Nelson,,BBB_BC,,"1701 Slocan Cres,Nelson",BC,A+
Mountain Masonry Construction,,(250) 352-9622,Mason Contractors,Nelson,,BBB_BC,,203 W Innes St,BC,
Lakewood Custom Homes,,(250) 505-2942,Construction Services,Nelson,,BBB_BC,,411 Hamilton Avenue,BC,A+
Leader Electric,,(250) 352-0135,Electrician,Nelson,,BBB_BC,,1312 Robertson Ave,BC,
Under Pressure Painting,,(250) 551-4060,Painting Contractors,Nelson,,BBB_BC,,2112 Silver King Rd,BC,A+
Osprey Roofing,,(250) 352-5788,Roofing Contractors,Nelson,,BBB_BC,,522 Wasson St,BC,
KV Electrical Systems,,(250) 551-1143,Electrician,Nelson,,BBB_BC,,708 Wasson St,BC,A+
Brian Garvin,,(250) 352-3700,General Contractor,Nelson,,BBB_BC,,606 W Richards,BC,
Wall-tone Painting,,(250) 354-4349,Painting Contractors,Nelson,,BBB_BC,,723 Munro St,BC,
GT Plumbing,,(250) 341-5985,Plumber,Invermere,,BBB_BC,,1844 13TH AVE Invermere,BC,A+
Rapid Electrical Ltd.,,(250) 688-6118,Electrician,Invermere,,BBB_BC,,1706 10 Ave,BC,
Quiniscoe Homes,,(250) 342-0853,Home Builders,Invermere,,BBB_BC,,422 14th St,BC,
AV-Tech Heating & Service Ltd.,,(250) 219-5220,Heating and Air Conditioning,Dawson Creek,,BBB_BC,,1436 – 102 Ave,BC,A+
Ace Instruments (1995) Ltd,,(250) 785-1207,Electrician,Fort St. John,,BBB_BC,,11207 Tahltan Rd,BC,A+
Al-Can Painting & Decorating,,(250) 263-2954,Painting Contractors,Fort St. John,,BBB_BC,,10515 94 St,BC,
Alpha Controls Ltd,,(250) 787-7481,Electric Instruments,Fort St John,,BBB_BC,,,BC,A+
Anchor Mechanical,,(250) 787-1551,Plumber,Fort St. John,,BBB_BC,,10220 Cree Road,BC,A+
Arlie's Contracting Inc.,,(250) 793-2438,General Contractor,Fort St. John,,BBB_BC,,,BC,A+
Artech Painting 2006 Corp,,(250) 787-1600,Painting Contractors,Fort St. John,,BBB_BC,,10460 257 Rd,BC,A+
Ascend Electric Ltd,,(250) 806-0236,Electrician,Dawson Creek,,BBB_BC,,,BC,A+
Ascension Builders,,(250) 219-1405,General Contractor,Pouce Coupe,,BBB_BC,,"804 Biffet Dr,",BC,A+
Bluefish Ventures Ltd.,,(250) 938-4260,Plumbing and Heating,Dawson Creek,,BBB_BC,,,BC,A+
Borek Construction Ltd,,(250) 782-5561,Construction Services,Dawson Creek,,BBB_BC,,Po Box 870 9690-223 Willowbrook Rd,BC,A+
BrayCo Electric,,(250) 782-2448,Electrician,Dawson Creek,,BBB_BC,,Box 2418,BC,A+
Brian Cummings Contracting,,(250) 719-8092,Incorporation,Dawson Creek,,BBB_BC,,820 105 Ave,BC,A+
Brian's General Contracting,,(250) 261-2620,General Contractor,Fort St. John,,BBB_BC,,10420 96 Ave,BC,A+
C Chandler Contracting (Celtic Construction) Ltd,,(250) 782-6109,Home Builders,Dawson Creek,,BBB_BC,,Box 507,BC,A+
"Cal-Tec Refrigeration, Heating, A/C, S&S Ltd",,(250) 785-6913,Refrigerator Repair,Fort St John,,BBB_BC,,10117 95 Ave,BC,A+
Canadian Elite Carpet & Upholstery Cleaning,,(250) 793-0406,Carpet and Rug Cleaners,Fort St. John,,BBB_BC,,10530 101 Ave,BC,A+
Canadian Utility Construction Corp,,(250) 263-9736,Drilling Contractor,Fort St. John,,BBB_BC,,8016 93 St,BC,
Caze S Construction,,(250) 785-7404,Building Contractors,Fort St. John,,BBB_BC,,47 Princess Cres,BC,A+
