company_name,domain,rdap_email,registrant_name,match_score,tier,trade,city,province
Thomson Technology Inc,thomsontechnology.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.205,tier3,Electrical Power System Backup Systems,Langley,BC
The Marine Service Network,themarinenetwork.com,verisign@virtuadrug.com,Domain Science Kutatasi Szolgaltato Korlatolt Felelossegu Tarsasag,0.095,tier3,Marine Electrical,Delta,BC
EECOL Electric Corp.,eecolelectric.com,abuse@above.com,Above.com Pty Ltd.,0.385,tier3,Wholesale Electric Supplies,Victoria,BC
Oceanvolt Electrical Inc.,oceanvoltelectrical.com,abuse@registrygate.com,RegistryGate GmbH,0.216,tier3,Solar Energy Contractors,Victoria,BC
Electro Fix Victoria,electrofixvictoria.com,domain-abuse@wix.com,Wix.com Ltd.,0.308,tier3,Electrical Contractors,Victoria,BC
C.R. Harris Electric,crharriselectric.com,abuse@easydns.com,easyDNS Technologies Inc.,0.316,tier3,Electrical Contractors,Victoria,BC
Island Technical Installations Ltd.,islandtechnicalinstallations.com,abuse@register.ca,Register.ca Inc.,0.3,tier3,Electrical Contractors,Saanichton,BC
Loyal Electric,loyalelectric.com,regcompliance@whc.ca,WHC Online Solutions Inc.,0.167,tier3,Electrical Contractors,Victoria,BC
G Electric,g-electric.com,abuse@world4you.com,World4You Internet Services GmbH,0.061,tier3,Electrical Contractors,Duncan,BC
AC Motor Electric Ltd.,acmotorelectric.com,abuse@domainpeople.com,"DomainPeople, Inc.",0.276,tier3,Electric Motor Repair,Penticton,BC
Vantage Electrical Contracting,vantageelectrical.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.216,tier3,Electrical,Kelowna,BC
Scotts Contracting Ltd.,scotts.com,abusecomplaints@markmonitor.com,MarkMonitor Inc.,0.235,tier3,Home Improvement,Kelowna,BC
Ambul Systems Ltd.,ambulsystems.com,abuse@name.com,"Name.com, Inc.",0.4,tier3,Electrical Contractors,Kelowna,BC
Stoor Enterprises Inc,stoor.com,abuse@hosting.kr,"Megazone Corp., dba HOSTING.KR",0.261,tier3,Electrical Contractors,Kelowna,BC
Crystal Clear Water Ltd.,crystal-clear-water.com,domain@mfro.net,Mfro Inc.,0.087,tier3,Plumber,Lake Country,BC
Pipe Piper Plumbing,pipepiperplumbing.com,domainabuse@tucows.com,Tucows Domains Inc.,0.242,tier3,Plumber,Winfield,BC
MDL Services,mdl.com,DomainAbuse@service.aliyun.com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",0.059,tier3,Plumber,Lake Country,BC
Knox Mountain Mechanical Ltd.,knoxmountainmechanical.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.118,tier3,Heating and Air Conditioning,Kelowna,BC
RPG Services,rpg.com,domain.operations@web.com,"Network Solutions, LLC",0.2,tier3,Plumber,Kelowna,BC
M.A.C. Plumbing & Heating Inc.,macplumbingheating.com,trustandsafety@support.aws.com,"Amazon Registrar, Inc.",0.278,tier3,Plumbing and Heating,Kelowna,BC
Jean Mechanical LTD,jeanmechanical.com,abuse@enom.com,"eNom, LLC",0.316,tier3,Commercial Plumber,Westbank,BC
Radian Mechanical Inc.,radianmechanical.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.176,tier3,Mechanical Contractors,Kelowna,BC
Captain Plumber,captainplumber.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.195,tier3,Plumber,Westbank,BC
Big Sky Plumbing,big-sky-plumbing.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.211,tier3,Plumber,Kelowna,BC
Action Plumbing & Heating Inc,actionplumbingheating.com,domainabuse@automattic.com,Automattic Inc.,0.182,tier3,Plumber,Oliver,BC
Dave's Plumbing,daves-plumbing.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.25,tier3,Plumber,"Nakusp,",BC
Dicks Septic Service,dicksseptic.com,verisign@virtuadrug.com,Domain Science Kutatasi Szolgaltato Korlatolt Felelossegu Tarsasag,0.179,tier3,Plumber,Summerland,BC
Highmark Plumbing,highmark-plumbing.com,abuse@liquidnetlimited.com,LiquidNet Ltd.,0.308,tier3,Plumber,Kelowna,BC
Powder Highway Plumbing,powderhighwayplumbing.com,abuse@namespro.ca,Namespro Solutions Inc.,0.129,tier3,Plumber,Castlegar,BC
WSP Canada Inc,wspcanada.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.235,tier3,Engineering Consultant,Vancouver,BC
HeyBryan Media Inc,heybryanmedia.com,abuse@namecheap.com,"NameCheap, Inc.",0.261,tier3,Cleaning Services,Vancouver,BC
Champion Plumbing,championplumbing.com,abuse@dynadot.com,Dynadot Inc,0.167,tier3,Plumber,Vancouver,BC
Aquataur Services Ltd.,aquataur.com,regcompliance@whc.ca,WHC Online Solutions Inc.,0.0,tier3,General Contractor,Vancouver,BC
Ambassador Plumbing,ambassadorplumbing.com,domain.operations@web.com,"Network Solutions, LLC",0.154,tier3,Plumber,Port Moody,BC
Andrew Sheret Ltd,andrewsheret.com,trustandsafety@support.aws.com,"Amazon Registrar, Inc.",0.414,tier3,Wholesale Plumbing Supplies,Kamloops,BC
Ange's Plumbing Ltd,angesplumbing.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.167,tier3,Plumber,Coquitlam,BC
Aqua Valley Plumbing LTD,aquavalleyplumbing.com,domain-abuse@dreamhost.com,"DreamHost, LLC",0.138,tier3,Plumber,Chilliwack,BC
Aria Plumbing and Heating Ltd.,ariaplumbingandheating.com,abuse@directnic.com,"DNC Holdings, Inc.",0.071,tier3,Plumber,Port Moody,BC
Aura Interiors,aurainteriors.com,abuse@name.com,"Name.com, Inc.",0.286,tier3,Home Accessories,Abbotsford,BC
BIGFOOT PLUMBING AND GAS,bigfootplumbingandgas.com,domainabuse@tucows.com,Tucows Domains Inc.,0.316,tier3,Plumbing and Heating,Kamloops,BC
Bartle & Gibson Co Ltd,bartlegibson.com,abuse@rebel.com,Rebel.ca Corp.,0.2,tier3,Plumbing Fixtures,Chilliwack,BC
Bathman,bathman.com,abuse@dynadot.com,Dynadot Inc,0.286,tier3,Bathroom Remodel,Port Coquitlam,BC
Bear Solutions Ltd,bear.com,abusecomplaints@markmonitor.com,MarkMonitor Inc.,0.267,tier3,Plumber,Abbotsford,BC
Black Bear Trades,blackbeartrades.com,support@namebright.com,DropCatch.com 1330 LLC,0.176,tier3,Woodworking,Maple Ridge,BC
Blue Gold Plumbing & Heating Ltd.,bluegoldplumbingheating.com,abuse@internet.gmo,"GMO Internet Group, Inc. d/b/a Onamae.com",0.192,tier3,Plumber,Abbotsford,BC
Bosco Plumbing & Heating Ltd.,boscoplumbingheating.com,abuse@1api.net,1API GmbH,0.258,tier3,Plumbing and Heating,Coquitlam,BC
C1 Plumbing Ltd,c1plumbing.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.303,tier3,Plumbing Renovation,Langley,BC
Raw Mechanical,rawmechanical.com,abuse@web.com,Top Tier Domains LLC,0.2,tier3,Plumbing and Heating,Kelowna,BC
Kelowna Plumbing Services Ltd,kelownaplumbing.com,abuse@enom.com,"eNom, LLC",0.3,tier3,Plumbing Renovation,Kelowna,BC
EMCO Corporation,emco.com,abuse@gcd.com,"GoDaddy Corporate Domains, LLC",0.138,tier3,Wholesale Plumbing Supplies,West Kelowna,BC
New Look Interiors Inc,new-look-interiors.com,abuse@ionos.com,IONOS SE,0.231,tier3,Kitchen Cabinets,Prince George,BC
Strive Plumbing Ltd.,striveplumbing.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.412,tier3,Plumbing and Heating,Williams Lake,BC
M2 Mechanical,m2mechanical.com,abuse@bluehost.com,Bluehost Inc.,0.19,tier3,Plumbing and Heating,Nanaimo,BC
Clements Mechanical Inc.,clementsmechanical.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.279,tier3,Mechanical Contractors,Nanaimo,BC
CMF Plumbing,cmfplumbing.com,abuse@moniker.com,Moniker Online Services LLC,0.385,tier3,Plumbing and Heating,Nanaimo,BC
The Comfort Group,thecomfort.com,abuse@uniregistry.com,GoDaddy Online Services Cayman Islands Ltd.,0.2,tier3,Heating Contractors,Nanaimo,BC
R+Co Plumbing Ltd.,r-plumbing.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.296,tier3,Plumber,Nanaimo,BC
Scotia Plumbing Ltd.,scotiaplumbing.com,abuse@namespro.ca,Namespro Solutions Inc.,0.174,tier3,Plumber,Nanoose Bay,BC
Seaside Service Group Ltd.,seaside.com,abuse@namecheap.com,"NameCheap, Inc.",0.25,tier3,Plumbing and Heating,Parksville,BC
Evenflow Plumbing Ltd,evenflow-plumbing.com,abuse@porkbun.com,Porkbun LLC,0.083,tier3,Plumber,Chemainus,BC
Complete Plumbing & Heating,completeplumbingheating.com,abuse@namesilo.com,"NameSilo, LLC",0.061,tier3,Plumber,Halfmoon Bay,BC
Sechelt Plumbing,secheltplumbing.com,abuse@melbourneit.com.au,Netregistry Wholesale Pty Ltd,0.244,tier3,Plumbing and Heating,Sechelt,BC
Dana Electric,danaelectric.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.308,tier3,Electrical Contractors,Vancouver,BC
Get Fencing,getfencing.com,abuse@enom.com,"eNom, LLC",0.267,tier3,Fence Contractors,Vancouver,BC
Westcoast Contractors,westcoastcontractors.com,trustandsafety@support.aws.com,"Amazon Registrar, Inc.",0.378,tier3,General Contractor,Surrey,BC
WJ Cleaning Services,wj-cleaning.com,domainabuse@35.cn,"Xiamen 35.com Information Co., Ltd.",0.229,tier3,Cleaning Services,Vancouver,BC
Progressive Plumbing Ltd,progressive-plumbing.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.324,tier3,Plumber,Vancouver,BC
Concert Properties Ltd,concertproperties.com,abuse@easydns.com,easyDNS Technologies Inc.,0.316,tier3,Real Estate Development,Vancouver,BC
Roka Projects Inc,rokaprojects.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.229,tier3,General Contractor,Vancouver,BC
Irish Construction,irishconstruction.com,abuse@hostingireland.ie,Team Blue Internet Services IE Limited,0.154,tier3,Construction Services,Vancouver,BC
ToServe,toserve.com,DomainAbuse@service.aliyun.com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",0.105,tier3,Moving and Storage Companies,Vancouver,BC
Amacon Construction Ltd,amaconconstruction.com,abuse@webnames.ca,Webnames.ca Inc.,0.207,tier3,General Contractor,Vancouver,BC
Totalplan Inc,totalplan.com,domain.operations@web.com,"Network Solutions, LLC",0.25,tier3,Bathroom Design,Vancouver,BC
Curlys Carpet Repair,curlyscarpetrepair.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.067,tier3,Carpet and Rug Repair,Vancouver,BC
Sterling Oaks Consulting,sterlingoaks.com,abuse@moniker.com,Moniker Online Services LLC,0.37,tier3,Home Improvement,Vancouver,BC
New Generation Construction Ltd,new-generation-construction.com,verisign@virtuadrug.com,Domain Science Kutatasi Szolgaltato Korlatolt Felelossegu Tarsasag,0.301,tier3,Construction Services,Vancouver,BC
Expert Electric Ltd.,expert-electric.com,abuse@reg.ru,Registrar of Domain Names REG.RU LLC,0.174,tier3,Electrician,Vancouver,BC
JDP Construction Ltd,jdp-construction.com,abuse@dtnt.com,Domain The Net Technologies Ltd.,0.233,tier3,Home Improvement,Vancouver,BC
Make Projects Ltd,make-projects.com,abuse@ionos.com,IONOS SE,0.095,tier3,Building Contractors,Vancouver,BC
Unison CM,unisoncm.com,abuse@metaregistrar.com,Metaregistrar BV,0.24,tier3,General Contractor,Vancouver,BC
Shield Construction Ltd,shieldconstruction.com,abuse@directnic.com,"DNC Holdings, Inc.",0.182,tier3,Construction,Vancouver,BC
Fusion Projects,fusionprojects.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.294,tier3,Construction Management,Vancouver,BC
Dapcon Contracting,dapcon.com,domainadmin@alpinedomains.com,Alpine Domains Inc.,0.3,tier3,General Contractor,Vancouver,BC
Axiom Builders Inc,axiom-builders.com,abuse@porkbun.com,Porkbun LLC,0.286,tier3,General Contractor,Vancouver,BC
Eventpower,eventpower.com,domainabuse@tucows.com,Tucows Domains Inc.,0.25,tier3,Electric Generators,Vancouver,BC
Innovative Steel Ltd,innovative-steel.com,abuse@imena.ua,"Internet Invest, Ltd. dba Imena.ua",0.513,tier3,General Contractor,Vancouver,BC
Ledcor Industries Ltd,ledcorindustries.com,abuse@namecheap.com,"NameCheap, Inc.",0.231,tier3,General Contractor,Vancouver,BC
Copa Development Corp,copa-development.com,abuse@ascio.com,"Ascio Technologies, Inc. Danmark - Filial af Ascio technologies, Inc. USA",0.208,tier3,Building Contractors,Vancouver,BC
True Electric,trueelectric.com,domain-abuse@internetx.com,InterNetX GmbH,0.296,tier3,Electric Companies,Vancouver,BC
Trucon Contracting,trucon.com,abuse@uniregistry.com,GoDaddy Online Services Cayman Islands Ltd.,0.114,tier3,General Contractor,Vancouver,BC
Coast Utility Contracting Ltd.,coastutility.com,domain-abuse@wix.com,Wix.com Ltd.,0.211,tier3,Power Line Construction,Victoria,BC
Aspect Electrical Services,aspectelectrical.com,abuse@123-reg.co.uk,123-Reg Limited,0.083,tier3,Electrician,Victoria,BC
Rai Contracting,rai.com,abuse@comlaude.com,Nom-iq Ltd. dba COM LAUDE,0.105,tier3,Asbestos Removal,Victoria,BC
Silver Fern Stainless Ltd.,silverfernstainless.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.444,tier3,Sheet Metal Fabrication,Victoria,BC
Conrad Contracting,conrad.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.37,tier3,General Contractor,Victoria,BC
Coastal Shores Window Cleaning,coastalshoreswindowcleaning.com,abuse@1api.net,1API GmbH,0.154,tier3,Window Cleaning,Victoria,BC
CNA Electric Ltd.,cna-electric.com,domain-abuse@wix.com,Wix.com Ltd.,0.111,tier3,Electrical Contractors,Nanaimo,BC
Callaghan Heating Ltd.,callaghanheating.com,domain.operations@web.com,"Network Solutions, LLC",0.25,tier3,Heating and Air Conditioning,Maple Ridge,BC
Canadian Aerothermal,canadianaerothermal.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.267,tier3,Heating Contractors,Penticton,BC
Central Commercial & Residential Services Ltd.,centralcommercialresidential.com,abuse@bluehost.com,Bluehost Inc.,0.105,tier3,Heating and Air Conditioning,Burnaby,BC
Centurion Contracting Ltd.,centurion.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.2,tier3,General Contractor,Port Coquitlam,BC
Clarke Heating and Cooling,clarkeheatingandcooling.com,abuse@namecheap.com,"NameCheap, Inc.",0.229,tier3,Heating and Air Conditioning,Victoria,BC
Watt HVAC,watthvac.com,abuse@1api.net,1API GmbH,0.333,tier3,Air Conditioning Repair,Vancouver,BC
Waters Edge Construction Ltd.,watersedgeconstruction.com,abuse@enom.com,"eNom, LLC",0.143,tier3,General Contractor,Victoria,BC
Venturo HVAC Inc.,venturohvac.com,abuse@spaceship.com,"Spaceship, Inc.",0.19,tier3,Heating Contractors,Surrey,BC
Vanheat Services,vanheat.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.182,tier3,Heating and Air Conditioning,North Vancouver,BC
Trust Heating & Cooling Ltd.,trustheatingcooling.com,domainabuse@tucows.com,Tucows Domains Inc.,0.4,tier3,Heating and Air Conditioning,Coquitlam,BC
True Air Systems Ltd,trueairsystems.com,registry-abuse@nexigen.digital,Synergy Wholesale Accreditations Pty Ltd,0.269,tier3,Heating and Air Conditioning,Coquitlam,BC
Trifecta Temperature Control Ltd.,trifectatemperaturecontrol.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.24,tier3,Heating and Air Conditioning,Victoria,BC
Tower HVAC Solutions,towerhvac.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.345,tier3,Heating and Air Conditioning,Vancouver,BC
Total Renovations,total-renovations.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.296,tier3,Home Improvement,Surrey,BC
Total Home Services,totalhome.com,abuse-contact@publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,0.244,tier3,Building Restoration,Coquitlam,BC
Tjikko Restoration & Services Ltd.,tjikkorestoration.com,verisign@virtuadrug.com,Domain Science Kutatasi Szolgaltato Korlatolt Felelossegu Tarsasag,0.214,tier3,Fire and Water Damage Restoration,Surrey,BC
Spears Sales & Service Ltd.,spearssales.com,abuse@namejuice.com,"BRANDON GRAY INTERNET SERVICES INC. (dba ""NameJuice.com"")",0.13,tier3,Pump Service,Burnaby,BC
Silex Canada,silexcanada.com,abuse@easydns.com,easyDNS Technologies Inc.,0.188,tier3,General Contractor,North Vancouver,BC
Seguin Morris,seguinmorris.com,abuse@rebel.com,Rebel Ltd,0.111,tier3,Heating and Air Conditioning,Port Coquitlam,BC
Satrap HVAC Services Inc,satrap-hvac.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.229,tier3,Commercial Air Conditioning Contractors,North Vancouver,BC
Samson Homes,samson-homes.com,abuse@enartiasecurity.net,Enartia Single Member S.A.,0.111,tier3,Home Renovation,North Vancouver,BC
Rocky Cross Construction Ltd.,rockycrossconstruction.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.146,tier3,Fire and Water Damage Restoration,Victoria,BC
Rob's Heating,robsheating.com,abuse@dynadot.com,Dynadot Inc,0.211,tier3,Heating and Air Conditioning,Vancouver,BC
Rivercity Enterprises,rivercity.com,abuse@gcd.com,"GoDaddy Corporate Domains, LLC",0.118,tier3,Plumber,Maple Ridge,BC
Ridgeline Mechanical Ltd,ridgelinemechanical.com,regcompliance@whc.ca,WHC Online Solutions Inc.,0.267,tier3,Mechanical Contractors,Courtenay,BC
General Heating Ltd.,general-heating.com,abuse@ait.com,"Advanced Internet Technologies, Inc. (AIT)",0.204,tier3,Heating and Air Conditioning,Vancouver,BC
Liesch Interiors Ltd.,lieschinteriors.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.154,tier3,Trade Contractor,South Island,BC
MAC Reno Design Build Ltd.,macrenodesignbuild.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.158,tier3,General Contractor,South Island,BC
Maltesen Masonry Ltd.,maltesenmasonry.com,abuse@namesilo.com,"NameSilo, LLC",0.333,tier3,Trade Contractor,Mid Island,BC
McElhanney  Ltd.,mcelhanney.com,abuse@webnames.ca,Webnames.ca Inc.,0.3,tier3,Professional - Industry,North Island,BC
MGM Mechanical Ltd.,mgmmechanical.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.3,tier3,Trade Contractor,South Island,BC
Michell Excavating Limited,michellexcavating.com,abuse@bluehost.com,Bluehost Inc.,0.154,tier3,Civil Contractor,South Island,BC
Miranda Construction Ltd.,miranda-construction.com,billing@registermatrix.com,"Media Elite Holdings Limited, S.A.",0.294,tier3,General Contractor,Mid Island,BC
MKM Projects Ltd.,mkmprojects.com,abuse@123-reg.co.uk,123-Reg Limited,0.211,tier3,General Contractor,Mid Island,BC
MNP LLP,mnp.com,domain.operations@web.com,"Network Solutions, LLC",0.2,tier3,Professional - Industry,North Island,BC
MR Crane Service Ltd.,mrcrane.com,abuse@directnic.com,"DNC Holdings, Inc.",0.182,tier3,Manufacturer & Supplier,South Island,BC
Multivista,multivista.com,icann-abuse-reports@tierra.net,DomainSpot LLC,0.2,tier3,Associate,South Island,BC
Nordic Industries Ltd.,nordic-industries.com,abuse@joker.com,CSL Computer Service Langenbach GmbH d/b/a joker.com,0.138,tier3,Trade Contractor,South Island,BC
Omicron Construction Ltd.,omicron-construction.com,abuse@ovh.net,OVH sas,0.222,tier3,General Contractor,Off Island,BC
Orion Construction,orion-construction.com,abuse@namecheap.com,"NameCheap, Inc.",0.148,tier3,General Contractor,North Island,BC
Paladin Technologies Inc.,paladin-technologies.com,abuse@regtons.com,"Gransy, s.r.o.",0.267,tier3,Trade Contractor,South Island,BC
Phoenix Glass Inc,phoenixglass.com,abuse@enom.com,"eNom, LLC",0.235,tier3,Trade Contractor,Off Island,BC
Project Delivery Services,project-delivery.com,abuse@ascio.com,"Ascio Technologies, Inc. Danmark - Filial af Ascio technologies, Inc. USA",0.208,tier3,Public Owner Agency,South Island,BC
Ram Roofing Ltd.,ram-roofing.com,abuse@dynadot.com,Dynadot Inc,0.222,tier3,Trade Contractor,North Island,BC
RBC Wealth Management,rbcwealthmanagement.com,abuse@gcd.com,"GoDaddy Corporate Domains, LLC",0.217,tier3,Associate,South Island,BC
RC Roofing Ltd.,rcroofing.com,domainadmin@alpinedomains.com,Alpine Domains Inc.,0.167,tier3,Trade Contractor,North Island,BC
Redline Glass Ltd.,redlineglass.com,abuse-contact@publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,0.182,tier3,Trade Contractor,South Island,BC
Ridgeline Mechanical Ltd.,ridgelinemechanical.com,regcompliance@whc.ca,WHC Online Solutions Inc.,0.267,tier3,Trade Contractor,North Island,BC
Scotiabank,scotiabank.com,abusecomplaints@markmonitor.com,MarkMonitor Inc.,0.19,tier3,Associate,South Island,BC
Seafirst Construction Corporation,seafirstconstruction.com,domain-abuse@dreamhost.com,"DreamHost, LLC",0.267,tier3,General Contractor,Off Island,BC
Securco Services Inc.,securco.com,domainabuse@tucows.com,Tucows Domains Inc.,0.286,tier3,Trade Contractor,Mid Island,BC
Strong Construction Group,strong-construction.com,abuse@ionos.com,IONOS SE,0.222,tier3,General Contractor,South Island,BC
SupErb Construction Ltd.,superb-construction.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.439,tier3,General Contractor,Mid Island,BC
The Home Depot PRO,thehomedepotpro.com,domainabuse@cscglobal.com,"CSC Corporate Domains, Inc.",0.256,tier3,Manufacturer & Supplier,Mid Island,BC
Top Line Roofing Ltd.,toplineroofing.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.231,tier3,Trade Contractor,South Island,BC
TQ Insulators Ltd.,tqinsulators.com,abuse@rebel.com,Rebel Ltd,0.111,tier3,Trade Contractor,South Island,BC
Barrington Electric Ltd.,barringtonelectric.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.138,tier3,Electrical Contractor,Scarborough,ON
Dry Master Toronto Inc.,drymastertoronto.com,complaint@gname.com,Gname.com Pte. Ltd.,0.2,tier3,Electrical Contractor,Etobicoke,ON
Luma Electric Ltd.,luma-electric.com,domain-abuse@wix.com,Wix.com Ltd.,0.105,tier3,Electrical Contractor,Brampton,ON
Northern Electric,northernelectric.com,domain.operations@web.com,"Network Solutions, LLC",0.25,tier3,Electrical Contractor,Moonbeam,ON
Harson Electrical Services Inc.,harsonelectrical.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.359,tier3,Electrical Contractor,Hamilton,ON
Butler Electric,butlerelectric.com,abuse@enom.com,"eNom, LLC",0.105,tier3,Electrical Contractor,Angus,ON
Limitless Electrical Solutions Inc.,limitless-electrical.com,abuse@namecheap.com,"NameCheap, Inc.",0.276,tier3,Electrical Contractor,Powassan,ON
Enhance Electrical Services,enhance-electrical.com,abuse@wildwestdomains.com,"Wild West Domains, LLC",0.114,tier3,Electrical Contractor,Orangeville,ON
Shockproof Electric,shockproofelectric.com,registrar-abuse@cloudflare.com,"Cloudflare, Inc.",0.207,tier3,Electrical Contractor,Hearst,ON
Spot-On Electrical,spot-onelectrical.com,abuse@melbourneit.com.au,Netregistry Wholesale Pty Ltd,0.279,tier3,Electrical Contractor,Ottawa,ON
Cj West Contracting,cjwest.com,support@namebright.com,"TurnCommerce, Inc. DBA NameBright.com",0.242,tier3,Electrical Contractor,Keswick,ON
DS Electric Inc,dselectric.com,abuse@dynadot.com,Dynadot Inc,0.222,tier3,Electrical Contractor,Stoney Creek,ON
Sutherland Power,sutherlandpower.com,abuse@register.ca,Register.ca Inc.,0.385,tier3,Electrical Contractor,Irondale,ON
Vor-Tech Services Inc,vor-tech.com,abuse-tracker@hostinger.com,"HOSTINGER operations, UAB",0.188,tier3,Electrical Contractor,Grimsby,ON
Dem Corp. Electrical Services,demelectrical.com,abuse@easyspace.com,Easyspace Limited,0.174,tier3,Electrical Contractor,Hamilton,ON
Beck Electrical Contracting Ltd.,beckelectrical.com,domain-abuse@internetx.com,InterNetX GmbH,0.069,tier3,Electrical Contractor,Carp,ON
Tunks & Kosi Electric Ltd,tunkskosielectric.com,domainabuse@automattic.com,Automattic Inc.,0.345,tier3,Electrical Contractor,Strathroy,ON
Premier Electrical Contractors Inc.,premierelectricalcontractors.com,abuse@namesilo.com,"NameSilo, LLC",0.211,tier3,Electrical Contractor,Limehouse,ON
Florio Electric,florioelectric.com,abuse@easydns.com,easyDNS Technologies Inc.,0.229,tier3,Electrical Contractor,Sunderland,ON
Only Electric,onlyelectric.com,domainadmin@alpinedomains.com,Alpine Domains Inc.,0.148,tier3,Electrical Contractor,Sudbury,ON
Sun Shine Electrical Inc.,sunshineelectrical.com,abuse@unstoppabledomains.com,Unstoppable Domains Inc.,0.256,tier3,Electrical Contractor,Tecumseh,ON
Stroma Service Consulting Inc,stroma.com,abuse@support.gandi.net,Gandi SAS,0.267,tier3,Electrical Contractor,North Bay,ON
IVR Electrical,ivrelectrical.com,abuse@123-reg.co.uk,123-Reg Limited,0.19,tier3,Electrical Contractor,North York,ON
Cooper Electric,cooperelectric.com,abuse@name.com,"Name.com, Inc.",0.182,tier3,Electrical Contractor,Port Hope,ON
Pelican Electric,pelicanelectric.com,abuse@enom.com,"eNom, LLC",0.2,tier3,Electrical Contractor,Stoney Creek,ON
Regional Trenching,regionaltrenching.com,abuse@godaddy.com,"GoDaddy.com, LLC",0.286,tier3,Electrical Contractor,Thorold,ON
Ferguson Electrical Solutions Inc,ferguson-electrical.com,abuse-complaints@squarespace.com,Squarespace Domains II LLC,0.293,tier3,Electrical Contractor,Cambridge,ON
Evolve Electrical Services Inc,evolve-electrical.com,abuse@domainbox.com,Mesh Digital Limited,0.345,tier3,Electrical Contractor,Concord,ON
Parkview Electric,parkviewelectric.com,domain.operations@web.com,"Network Solutions, LLC",0.167,tier3,Electrical Contractor,Ancaster,ON
Best Electric Inc,best-electric.com,domainadmin@alpinedomains.com,Alpine Domains Inc.,0.148,tier3,Electrical Contractor,Toronto,ON
Verhoef Electric Limited,verhoefelectric.com,abuse@rebel.com,Rebel Ltd,0.286,tier3,Electrical Contractor,Jordan Station,ON
Nickel City Electric Inc,nickelcityelectric.com,domainabuse@tucows.com,Tucows Domains Inc.,0.059,tier3,Electrical Contractor,Whitefish,ON
J Electric,jelectric.com,abuse@uniregistry.com,GoDaddy Online Services Cayman Islands Ltd.,0.154,tier3,Electrical Contractor,Mississauga,ON
Jnl Electric,jnl-electric.com,domainabuse@automattic.com,Automattic Inc.,0.273,tier3,Electrical Contractor,Gravenhurst,ON
Kaya Power Inc,kayapower.com,abuse@nicproxy.com,Nics Telekomunikasyon A.S.,0.235,tier3,Electrical Contractor,London,ON
Root3 Engineering Ltd,root3engineering.com,abuse@namecheap.com,"NameCheap, Inc.",0.154,tier3,Electrical Contractor,Toronto,ON
Bronco Electric,bronco-electric.com,abuse@support.gandi.net,Gandi SAS,0.167,tier3,Electrical Contractor,Strathroy,ON
Ronco Electric Ltd,roncoelectric.com,support@namebright.com,DropCatch.com 1255 LLC,0.323,tier3,Electrical Contractor,Simcoe,ON
Culp Electric Ltd,culpelectric.com,abuse@bluehost.com,Bluehost Inc.,0.286,tier3,Electrical Contractor,Smithville,ON
Image Electric Inc,image-electric.com,abuse@ionos.com,IONOS SE,0.182,tier3,Electrical Contractor,Toronto,ON
Strak Holdings Inc,strak.com,abuse@key-systems.net,Key-Systems GmbH,0.19,tier3,Electrical Contractor,Mississauga,ON
